Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE AMORE,"1,920,000","1,302.44","1,474",May-25,EDGEDALE PLAINS,Resale,Strata,121,"15,868",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
THE TAMPINES TRILLIANT,"2,250,000","1,302.44","1,728",May-25,TAMPINES CENTRAL 7,Resale,Strata,121,"18,595",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
THE TERRACE,"1,610,000","1,076.4","1,496",May-25,EDGEDALE PLAINS,Resale,Strata,100,"16,100",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
TREASURE CREST,"1,700,000","1,151.75","1,476",May-25,ANCHORVALE CRESCENT,Resale,Strata,107,"15,888",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,06 to 10
WESTWOOD RESIDENCES,"1,600,000","1,237.86","1,293",May-25,WESTWOOD AVENUE,Resale,Strata,115,"13,913",-,Executive Condominium,1,99 yrs lease commencing from 2014,22,Outside Central Region,06 to 10
NUOVO,"1,540,000","1,119.46","1,376",Apr-25,ANG MO KIO AVENUE 9,Resale,Strata,104,"14,808",-,Executive Condominium,1,99 yrs lease commencing from 2001,20,Outside Central Region,06 to 10
ARC AT TAMPINES,"1,600,000","1,130.22","1,416",Apr-25,TAMPINES AVENUE 8,Resale,Strata,105,"15,238",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
SOL ACRES,"1,628,880","1,097.93","1,484",Apr-25,CHOA CHU KANG GROVE,Resale,Strata,102,"15,969",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,06 to 10
NOVO PLACE,"1,398,000",871.88,"1,603",Apr-25,PLANTATION CLOSE,New Sale,Strata,81,"17,259",-,Executive Condominium,1,99 yrs lease commencing from 2023,24,Outside Central Region,01 to 05
NOVO PLACE,"1,472,000",871.88,"1,688",Apr-25,PLANTATION CLOSE,New Sale,Strata,81,"18,173",-,Executive Condominium,1,99 yrs lease commencing from 2023,24,Outside Central Region,16 to 20
HUNDRED PALMS RESIDENCES,"1,820,000","1,054.87","1,725",Apr-25,YIO CHU KANG ROAD,Resale,Strata,98,"18,571",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
THE FLORIDA,"1,370,000","1,302.44","1,052",Apr-25,HOUGANG AVENUE 7,Resale,Strata,121,"11,322",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
LAKE LIFE,"1,728,000","1,248.62","1,384",Apr-25,TAO CHING ROAD,Resale,Strata,116,"14,897",-,Executive Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,01 to 05
THE BROWNSTONE,"1,420,000",947.23,"1,499",Apr-25,CANBERRA DRIVE,Resale,Strata,88,"16,136",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
ARC AT TAMPINES,"1,365,000",958,"1,425",Apr-25,TAMPINES AVENUE 8,Resale,Strata,89,"15,337",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
TWIN FOUNTAINS,"1,380,000","1,033.34","1,335",Apr-25,WOODLANDS AVENUE 6,Resale,Strata,96,"14,375",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,01 to 05
WESTWOOD RESIDENCES,"1,620,000","1,237.86","1,309",Apr-25,WESTWOOD AVENUE,Resale,Strata,115,"14,087",-,Executive Condominium,1,99 yrs lease commencing from 2014,22,Outside Central Region,11 to 15
WATERCOLOURS,"1,265,000","1,001.05","1,264",Apr-25,PASIR RIS LINK,Resale,Strata,93,"13,602",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
SOL ACRES,"1,350,000",979.52,"1,378",Apr-25,CHOA CHU KANG GROVE,Resale,Strata,91,"14,835",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,01 to 05
SKYPARK RESIDENCES,"1,878,000","1,313.21","1,430",Apr-25,SEMBAWANG CRESCENT,Resale,Strata,122,"15,393",-,Executive Condominium,1,99 yrs lease commencing from 2013,27,Outside Central Region,01 to 05
SUMMERDALE,"1,330,000","1,399.32",950,Apr-25,BOON LAY DRIVE,Resale,Strata,130,"10,231",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,01 to 05
BISHAN LOFT,"2,510,000","1,463.9","1,715",Apr-25,BISHAN STREET 11,Resale,Strata,136,"18,456",-,Executive Condominium,1,99 yrs lease commencing from 2000,20,Rest of Central Region,21 to 25
THE RAINFOREST,"1,200,000",818.06,"1,467",Apr-25,CHOA CHU KANG AVENUE 3,Resale,Strata,76,"15,789",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,11 to 15
TREASURE CREST,"1,810,000","1,151.75","1,572",Apr-25,ANCHORVALE CRESCENT,Resale,Strata,107,"16,916",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
ESPARINA RESIDENCES,"1,381,888",828.83,"1,667",Apr-25,COMPASSVALE BOW,Resale,Strata,77,"17,947",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
THE FLORIDA,"1,400,000","1,291.68","1,084",Apr-25,HOUGANG AVENUE 7,Resale,Strata,120,"11,667",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,11 to 15
LUSH ACRES,"1,530,000","1,130.22","1,354",Apr-25,FERNVALE CLOSE,Resale,Strata,105,"14,571",-,Executive Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
LUMINA GRAND,"1,465,000",936.47,"1,564",Apr-25,BUKIT BATOK WEST AVENUE 5,New Sale,Strata,87,"16,839",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
THE VISIONAIRE,"1,385,000",979.52,"1,414",Apr-25,CANBERRA DRIVE,Resale,Strata,91,"15,220",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
WATERCOLOURS,"1,438,888","1,140.98","1,261",Apr-25,PASIR RIS LINK,Resale,Strata,106,"13,574",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
SOL ACRES,"1,470,000","1,001.05","1,468",Apr-25,CHOA CHU KANG GROVE,Resale,Strata,93,"15,806",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,06 to 10
PARC LIFE,"1,308,888","1,001.05","1,308",Apr-25,SEMBAWANG CRESCENT,Resale,Strata,93,"14,074",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
PRIVE,"1,335,000",882.65,"1,512",Apr-25,PUNGGOL FIELD,Resale,Strata,82,"16,280",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
TREASURE CREST,"1,368,800",958,"1,429",Apr-25,ANCHORVALE CRESCENT,Resale,Strata,89,"15,380",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,01 to 05
SOL ACRES,"1,130,000",731.95,"1,544",Apr-25,CHOA CHU KANG GROVE,Resale,Strata,68,"16,618",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,16 to 20
AUSTVILLE RESIDENCES,"1,360,000","1,033.34","1,316",Apr-25,SENGKANG EAST AVENUE,Resale,Strata,96,"14,167",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
THE VISIONAIRE,"1,710,388","1,140.98","1,499",Apr-25,CANBERRA DRIVE,Resale,Strata,106,"16,136",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
THE TAMPINES TRILLIANT,"1,780,000","1,001.05","1,778",Apr-25,TAMPINES CENTRAL 7,Resale,Strata,93,"19,140",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
FORESTVILLE,"1,725,000","1,463.9","1,178",Apr-25,WOODLANDS DRIVE 16,Resale,Strata,136,"12,684",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,01 to 05
INZ RESIDENCE,"1,800,000","1,184.04","1,520",Apr-25,CHOA CHU KANG AVENUE 5,Resale,Strata,110,"16,364",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,06 to 10
BLOSSOM RESIDENCES,"1,259,888","1,054.87","1,194",Apr-25,SEGAR ROAD,Resale,Strata,98,"12,856",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
ARC AT TAMPINES,"1,470,000","1,151.75","1,276",Apr-25,TAMPINES AVENUE 8,Resale,Strata,107,"13,738",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
LUMINA GRAND,"1,465,000",968.76,"1,512",Apr-25,BUKIT BATOK WEST AVENUE 5,New Sale,Strata,90,"16,278",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
LUMINA GRAND,"1,429,000",968.76,"1,475",Apr-25,BUKIT BATOK WEST AVENUE 5,New Sale,Strata,90,"15,878",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
ESPARINA RESIDENCES,"2,380,000","1,367.03","1,741",Apr-25,COMPASSVALE BOW,Resale,Strata,127,"18,740",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
LUMINA GRAND,"1,428,000",936.47,"1,525",Apr-25,BUKIT BATOK WEST AVENUE 5,New Sale,Strata,87,"16,414",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
SOL ACRES,"1,670,000","1,097.93","1,521",Apr-25,CHOA CHU KANG GROVE,Resale,Strata,102,"16,373",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,16 to 20
THE TOPIARY,"1,298,000",904.18,"1,436",Apr-25,FERNVALE LANE,Resale,Strata,84,"15,452",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,01 to 05
AUSTVILLE RESIDENCES,"1,088,888",807.3,"1,349",Apr-25,SENGKANG EAST AVENUE,Resale,Strata,75,"14,519",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
WATERBAY,"1,830,000","1,140.98","1,604",Apr-25,EDGEFIELD PLAINS,Resale,Strata,106,"17,264",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
CITYLIFE@TAMPINES,"1,780,000","1,162.51","1,531",Apr-25,TAMPINES CENTRAL 7,Resale,Strata,108,"16,481",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
SOL ACRES,"1,360,000",925.7,"1,469",Apr-25,CHOA CHU KANG GROVE,Resale,Strata,86,"15,814",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,11 to 15
THE CANOPY,"1,731,111","1,410.08","1,228",Apr-25,YISHUN AVENUE 11,Resale,Strata,131,"13,215",-,Executive Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
SOL ACRES,"1,132,000",731.95,"1,547",Apr-25,CHOA CHU KANG GROVE,Resale,Strata,68,"16,647",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,16 to 20
THE VISIONAIRE,"1,320,000",871.88,"1,514",Apr-25,CANBERRA DRIVE,Resale,Strata,81,"16,296",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
CITYLIFE@TAMPINES,"2,195,000","1,377.79","1,593",Apr-25,TAMPINES CENTRAL 7,Resale,Strata,128,"17,148",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
NORTHWAVE,"1,060,000",893.41,"1,186",Apr-25,WOODLANDS VIEW,Resale,Strata,83,"12,771",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,01 to 05
THE FLORAVALE,"1,340,000","1,237.86","1,083",Apr-25,WESTWOOD AVENUE,Resale,Strata,115,"11,652",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,11 to 15
ECOPOLITAN,"1,685,000","1,216.33","1,385",Apr-25,PUNGGOL WALK,Resale,Strata,113,"14,912",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
HERON BAY,"1,850,000","1,280.92","1,444",Apr-25,UPPER SERANGOON VIEW,Resale,Strata,119,"15,546",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
INZ RESIDENCE,"1,470,000",990.29,"1,484",Apr-25,CHOA CHU KANG AVENUE 5,Resale,Strata,92,"15,978",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,11 to 15
NORTHWAVE,"1,205,000",979.52,"1,230",Apr-25,WOODLANDS VIEW,Resale,Strata,91,"13,242",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,01 to 05
THE TERRACE,"1,578,000","1,076.4","1,466",Apr-25,EDGEDALE PLAINS,Resale,Strata,100,"15,780",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
FORESTVILLE,"1,280,000","1,065.64","1,201",Apr-25,WOODLANDS DRIVE 16,Resale,Strata,99,"12,929",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
WATERBAY,"1,588,888","1,076.4","1,476",Apr-25,EDGEFIELD PLAINS,Resale,Strata,100,"15,889",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE TOPIARY,"1,558,000","1,054.87","1,477",Apr-25,FERNVALE LANE,Resale,Strata,98,"15,898",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,11 to 15
FORESTVILLE,"1,680,000","1,399.32","1,201",Apr-25,WOODLANDS DRIVE 16,Resale,Strata,130,"12,923",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,01 to 05
PRIVE,"1,358,888",882.65,"1,540",Apr-25,PUNGGOL FIELD,Resale,Strata,82,"16,572",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
BELLEWOODS,"1,700,000","1,248.62","1,361",Apr-25,WOODLANDS AVENUE 5,Resale,Strata,116,"14,655",-,Executive Condominium,1,99 yrs lease commencing from 2013,25,Outside Central Region,01 to 05
HUNDRED PALMS RESIDENCES,"2,068,888","1,054.87","1,961",Apr-25,YIO CHU KANG ROAD,Resale,Strata,98,"21,111",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
WESTWOOD RESIDENCES,"1,570,000","1,237.86","1,268",Apr-25,WESTWOOD AVENUE,Resale,Strata,115,"13,652",-,Executive Condominium,1,99 yrs lease commencing from 2014,22,Outside Central Region,01 to 05
LUMINA GRAND,"2,265,000","1,496.2","1,514",Apr-25,BUKIT BATOK WEST AVENUE 5,New Sale,Strata,139,"16,295",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
NORTHOAKS,"1,190,000","1,291.68",921,Apr-25,WOODLANDS CRESCENT,Resale,Strata,120,"9,917",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,11 to 15
HUNDRED PALMS RESIDENCES,"2,088,000","1,054.87","1,979",Apr-25,YIO CHU KANG ROAD,Resale,Strata,98,"21,306",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
THE EDEN AT TAMPINES,"1,460,000","1,237.86","1,179",Apr-25,TAMPINES STREET 34,Resale,Strata,115,"12,696",-,Executive Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
THE RAINFOREST,"1,360,000",958,"1,420",Apr-25,CHOA CHU KANG AVENUE 3,Resale,Strata,89,"15,281",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
BELYSA,"1,450,000","1,033.34","1,403",Apr-25,PASIR RIS DRIVE 1,Resale,Strata,96,"15,104",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,16 to 20
THE FLORIDA,"1,380,000","1,302.44","1,060",Apr-25,HOUGANG AVENUE 7,Resale,Strata,121,"11,405",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,06 to 10
LUSH ACRES,"1,950,000","1,345.5","1,449",Apr-25,FERNVALE CLOSE,Resale,Strata,125,"15,600",-,Executive Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
AUSTVILLE RESIDENCES,"1,760,000","1,227.1","1,434",Apr-25,SENGKANG EAST AVENUE,Resale,Strata,114,"15,439",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
NORTHWAVE,"1,165,000",979.52,"1,189",Apr-25,WOODLANDS VIEW,Resale,Strata,91,"12,802",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,06 to 10
THE TOPIARY,"1,950,000","1,560.78","1,249",Apr-25,FERNVALE LANE,Resale,Strata,145,"13,448",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,01 to 05
LUSH ACRES,"1,460,000","1,130.22","1,292",Apr-25,FERNVALE CLOSE,Resale,Strata,105,"13,905",-,Executive Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
WANDERVALE,"1,640,000","1,097.93","1,494",Apr-25,CHOA CHU KANG AVENUE 3,Resale,Strata,102,"16,078",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,06 to 10
HERON BAY,"1,550,000","1,227.1","1,263",Apr-25,UPPER SERANGOON VIEW,Resale,Strata,114,"13,596",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
TWIN FOUNTAINS,"1,403,888","1,033.34","1,359",Apr-25,WOODLANDS AVENUE 6,Resale,Strata,96,"14,624",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
TREASURE CREST,"1,920,000","1,248.62","1,538",Apr-25,ANCHORVALE CRESCENT,Resale,Strata,116,"16,552",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,01 to 05
BELLEWOODS,"990,000",785.77,"1,260",Apr-25,WOODLANDS AVENUE 5,Resale,Strata,73,"13,562",-,Executive Condominium,1,99 yrs lease commencing from 2013,25,Outside Central Region,01 to 05
THE TOPIARY,"1,950,000","1,334.74","1,461",Apr-25,FERNVALE LANE,Resale,Strata,124,"15,726",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,11 to 15
RIVERPARC RESIDENCE,"1,598,000","1,076.4","1,485",Apr-25,PUNGGOL DRIVE,Resale,Strata,100,"15,980",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
THE VISIONAIRE,"1,570,000","1,151.75","1,363",Apr-25,CANBERRA DRIVE,Resale,Strata,107,"14,673",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
SOL ACRES,"735,000",495.14,"1,484",Apr-25,CHOA CHU KANG GROVE,Resale,Strata,46,"15,978",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,01 to 05
NOVO PLACE,"1,484,000",882.65,"1,681",Apr-25,PLANTATION CLOSE,New Sale,Strata,82,"18,098",-,Executive Condominium,1,99 yrs lease commencing from 2023,24,Outside Central Region,01 to 05
THE BROWNSTONE,"1,788,000","1,323.97","1,350",Apr-25,CANBERRA DRIVE,Resale,Strata,123,"14,537",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
PARC LIFE,"1,450,000","1,108.69","1,308",Apr-25,SEMBAWANG CRESCENT,Resale,Strata,103,"14,078",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
PRIVE,"1,748,000","1,130.22","1,547",Apr-25,PUNGGOL FIELD,Resale,Strata,105,"16,648",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
LAKE LIFE,"1,775,000","1,194.8","1,486",Apr-25,TAO CHING ROAD,Resale,Strata,111,"15,991",-,Executive Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
NORTHOAKS,"1,280,000","1,237.86","1,034",Apr-25,WOODLANDS CRESCENT,Resale,Strata,115,"11,130",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,11 to 15
PARC LIFE,"1,420,000","1,065.64","1,333",Apr-25,SEMBAWANG CRESCENT,Resale,Strata,99,"14,343",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
THE EDEN AT TAMPINES,"1,228,000","1,011.82","1,214",Apr-25,TAMPINES STREET 34,Resale,Strata,94,"13,064",-,Executive Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
BLOSSOM RESIDENCES,"1,555,000","1,248.62","1,245",Apr-25,SEGAR ROAD,Resale,Strata,116,"13,405",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
TWIN FOUNTAINS,"1,610,000","1,205.57","1,335",Apr-25,WOODLANDS AVENUE 6,Resale,Strata,112,"14,375",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,01 to 05
LA CASA,"1,180,000","1,119.46","1,054",Apr-25,WOODLANDS DRIVE 16,Resale,Strata,104,"11,346",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,01 to 05
ARC AT TAMPINES,"2,160,000","1,560.78","1,384",Apr-25,TAMPINES AVENUE 8,Resale,Strata,145,"14,897",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
NOVO PLACE,"1,403,000",871.88,"1,609",Apr-25,PLANTATION CLOSE,New Sale,Strata,81,"17,321",-,Executive Condominium,1,99 yrs lease commencing from 2023,24,Outside Central Region,06 to 10
NOVO PLACE,"1,367,000",871.88,"1,568",Apr-25,PLANTATION CLOSE,New Sale,Strata,81,"16,877",-,Executive Condominium,1,99 yrs lease commencing from 2023,24,Outside Central Region,06 to 10
LUMINA GRAND,"2,022,000","1,259.39","1,606",Apr-25,BUKIT BATOK WEST AVENUE 5,New Sale,Strata,117,"17,282",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
NOVO PLACE,"1,403,000",882.65,"1,590",Apr-25,PLANTATION CLOSE,New Sale,Strata,82,"17,110",-,Executive Condominium,1,99 yrs lease commencing from 2023,24,Outside Central Region,01 to 05
NOVO PLACE,"1,403,000",871.88,"1,609",Apr-25,PLANTATION CLOSE,New Sale,Strata,81,"17,321",-,Executive Condominium,1,99 yrs lease commencing from 2023,24,Outside Central Region,06 to 10
ALTURA,"2,301,000","1,539.25","1,495",Apr-25,BUKIT BATOK WEST AVENUE 8,New Sale,Strata,143,"16,091",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
LUMINA GRAND,"1,413,000",936.47,"1,509",Apr-25,BUKIT BATOK WEST AVENUE 5,New Sale,Strata,87,"16,241",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
THE CRITERION,"1,755,000","1,248.62","1,406",Apr-25,YISHUN STREET 51,Resale,Strata,116,"15,129",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
NORTHWAVE,"1,400,000","1,119.46","1,251",Apr-25,WOODLANDS VIEW,Resale,Strata,104,"13,462",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,11 to 15
1 CANBERRA,"1,358,888","1,044.11","1,301",Apr-25,CANBERRA DRIVE,Resale,Strata,97,"14,009",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
THE VISIONAIRE,"1,418,000",979.52,"1,448",Apr-25,CANBERRA DRIVE,Resale,Strata,91,"15,582",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
THE VISIONAIRE,"1,900,000","1,442.38","1,317",Apr-25,CANBERRA DRIVE,Resale,Strata,134,"14,179",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
NOVO PLACE,"1,440,000",882.65,"1,631",Apr-25,PLANTATION CLOSE,New Sale,Strata,82,"17,561",-,Executive Condominium,1,99 yrs lease commencing from 2023,24,Outside Central Region,01 to 05
THE VALES,"1,700,000","1,044.11","1,628",Apr-25,ANCHORVALE CRESCENT,Resale,Strata,97,"17,526",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
THE TERRACE,"1,605,000","1,076.4","1,491",Apr-25,EDGEDALE PLAINS,Resale,Strata,100,"16,050",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
TWIN WATERFALLS,"1,728,000","1,119.46","1,544",Apr-25,PUNGGOL WALK,Resale,Strata,104,"16,615",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
PRIVE,"1,688,888","1,054.87","1,601",Apr-25,PUNGGOL FIELD,Resale,Strata,98,"17,234",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
THE FLORIDA,"1,310,000","1,291.68","1,014",Apr-25,HOUGANG AVENUE 7,Resale,Strata,120,"10,917",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
LA CASA,"955,000",904.18,"1,056",Apr-25,WOODLANDS DRIVE 16,Resale,Strata,84,"11,369",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,01 to 05
SIMEI GREEN CONDOMINIUM,"1,750,000","1,700.71","1,029",Apr-25,SIMEI STREET 4,Resale,Strata,158,"11,076",-,Executive Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,11 to 15
THE VISIONAIRE,"1,600,000","1,119.46","1,429",Apr-25,CANBERRA DRIVE,Resale,Strata,104,"15,385",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
THE VISIONAIRE,"1,228,000",850.36,"1,444",Apr-25,CANBERRA DRIVE,Resale,Strata,79,"15,544",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
TWIN FOUNTAINS,"1,560,000","1,151.75","1,354",Apr-25,WOODLANDS AVENUE 6,Resale,Strata,107,"14,579",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,01 to 05
ALTURA,"2,315,000","1,539.25","1,504",Apr-25,BUKIT BATOK WEST AVENUE 8,New Sale,Strata,143,"16,189",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,06 to 10
NORTH GAIA,"1,463,000","1,033.34","1,416",Apr-25,YISHUN CLOSE,New Sale,Strata,96,"15,240",-,Executive Condominium,1,99 yrs lease commencing from 2021,27,Outside Central Region,01 to 05
SEA HORIZON,"1,385,000","1,108.69","1,249",Apr-25,PASIR RIS RISE,Resale,Strata,103,"13,447",-,Executive Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
LUMINA GRAND,"1,382,000",936.47,"1,476",Apr-25,BUKIT BATOK WEST AVENUE 5,New Sale,Strata,87,"15,885",-,Executive Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
THE TERRACE,"1,530,000","1,076.4","1,421",Apr-25,EDGEDALE PLAINS,Resale,Strata,100,"15,300",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
