Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
OTTO PLACE,"1,584,000",904.18,"1,752",Nov-25,PLANTATION CLOSE,New Sale,Strata,84,"18,857",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
LAKE LIFE,"1,495,000","1,033.34","1,447",Nov-25,TAO CHING ROAD,Resale,Strata,96,"15,573",-,Executive Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,06 to 10
SEA HORIZON,"1,780,000","1,334.74","1,334",Nov-25,PASIR RIS RISE,Resale,Strata,124,"14,355",-,Executive Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
THE TOPIARY,"1,938,888","1,291.68","1,501",Nov-25,FERNVALE LANE,Resale,Strata,120,"16,157",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,11 to 15
THE TERRACE,"1,659,999","1,076.4","1,542",Nov-25,EDGEDALE PLAINS,Resale,Strata,100,"16,600",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
TREASURE CREST,"1,700,000","1,076.4","1,579",Nov-25,ANCHORVALE CRESCENT,Resale,Strata,100,"17,000",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,06 to 10
THE CANOPY,"1,180,000","1,033.34","1,142",Nov-25,YISHUN AVENUE 11,Resale,Strata,96,"12,292",-,Executive Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,06 to 10
THE TOPIARY,"1,384,888",914.94,"1,514",Nov-25,FERNVALE LANE,Resale,Strata,85,"16,293",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,16 to 20
RIVERCOVE RESIDENCES,"1,600,000",958,"1,670",Nov-25,ANCHORVALE LANE,Resale,Strata,89,"17,978",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
RIVERCOVE RESIDENCES,"2,000,000","1,216.33","1,644",Nov-25,ANCHORVALE LANE,Resale,Strata,113,"17,699",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
OLA,"1,520,888",925.7,"1,643",Nov-25,ANCHORVALE CRESCENT,Resale,Strata,86,"17,685",-,Executive Condominium,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
SOL ACRES,"910,000",570.49,"1,595",Nov-25,CHOA CHU KANG GROVE,Resale,Strata,53,"17,170",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,11 to 15
NORTHWAVE,"1,350,000","1,119.46","1,206",Nov-25,WOODLANDS VIEW,Resale,Strata,104,"12,981",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,01 to 05
BELLEWATERS,"1,725,000","1,065.64","1,619",Nov-25,ANCHORVALE CRESCENT,Resale,Strata,99,"17,424",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
OTTO PLACE,"1,455,000",871.88,"1,669",Nov-25,PLANTATION CLOSE,New Sale,Strata,81,"17,963",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
HUNDRED PALMS RESIDENCES,"1,858,000",958,"1,939",Nov-25,YIO CHU KANG ROAD,Resale,Strata,89,"20,876",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
RIVERCOVE RESIDENCES,"1,720,000","1,076.4","1,598",Nov-25,ANCHORVALE LANE,Resale,Strata,100,"17,200",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
SEA HORIZON,"1,477,500","1,162.51","1,271",Nov-25,PASIR RIS RISE,Resale,Strata,108,"13,681",-,Executive Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
THE FLORIDA,"1,540,000","1,388.56","1,109",Nov-25,HOUGANG AVENUE 7,Resale,Strata,129,"11,938",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
EASTVALE,"1,150,000","1,097.93","1,047",Nov-25,PASIR RIS DRIVE 3,Resale,Strata,102,"11,275",-,Executive Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
THE BROWNSTONE,"1,360,000",936.47,"1,452",Nov-25,CANBERRA DRIVE,Resale,Strata,87,"15,632",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
RIVERCOVE RESIDENCES,"2,060,000","1,280.92","1,608",Nov-25,ANCHORVALE LANE,Resale,Strata,119,"17,311",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
WESTWOOD RESIDENCES,"1,620,000","1,151.75","1,407",Nov-25,WESTWOOD AVENUE,Resale,Strata,107,"15,140",-,Executive Condominium,1,99 yrs lease commencing from 2014,22,Outside Central Region,11 to 15
ECOPOLITAN,"1,800,000","1,442.38","1,248",Nov-25,PUNGGOL WALK,Resale,Strata,134,"13,433",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,16 to 20
SOL ACRES,"1,599,000","1,065.64","1,501",Nov-25,CHOA CHU KANG GROVE,Resale,Strata,99,"16,152",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,21 to 25
SOL ACRES,"1,530,000","1,001.05","1,528",Nov-25,CHOA CHU KANG GROVE,Resale,Strata,93,"16,452",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,16 to 20
THE TOPIARY,"1,935,000","1,237.86","1,563",Nov-25,FERNVALE LANE,Resale,Strata,115,"16,826",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,11 to 15
THE CRITERION,"1,438,000","1,022.58","1,406",Nov-25,YISHUN STREET 51,Resale,Strata,95,"15,137",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
SEA HORIZON,"1,410,000","1,130.22","1,248",Nov-25,PASIR RIS RISE,Resale,Strata,105,"13,429",-,Executive Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
SEA HORIZON,"1,640,000","1,302.44","1,259",Nov-25,PASIR RIS RISE,Resale,Strata,121,"13,554",-,Executive Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
THE FLORIDA,"1,520,000","1,313.21","1,157",Nov-25,HOUGANG AVENUE 7,Resale,Strata,122,"12,459",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,11 to 15
TWIN WATERFALLS,"1,688,000","1,087.16","1,553",Nov-25,PUNGGOL WALK,Resale,Strata,101,"16,713",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
OTTO PLACE,"1,641,000",904.18,"1,815",Nov-25,PLANTATION CLOSE,New Sale,Strata,84,"19,536",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,11 to 15
THE BROWNSTONE,"1,635,000","1,108.69","1,475",Nov-25,CANBERRA DRIVE,Resale,Strata,103,"15,874",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
RIVERCOVE RESIDENCES,"1,800,000","1,108.69","1,624",Nov-25,ANCHORVALE LANE,Resale,Strata,103,"17,476",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
OTTO PLACE,"1,456,000",871.88,"1,670",Nov-25,PLANTATION CLOSE,New Sale,Strata,81,"17,975",-,Executive Condominium,1,99 years leasehold,24,Outside Central Region,06 to 10
INZ RESIDENCE,"1,248,888",882.65,"1,415",Nov-25,CHOA CHU KANG AVENUE 5,Resale,Strata,82,"15,230",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,01 to 05
THE VALES,"2,270,000","1,410.08","1,610",Nov-25,ANCHORVALE CRESCENT,Resale,Strata,131,"17,328",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
INZ RESIDENCE,"1,750,000","1,108.69","1,578",Nov-25,CHOA CHU KANG AVENUE 5,Resale,Strata,103,"16,990",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,11 to 15
LAKE LIFE,"1,570,000","1,087.16","1,444",Nov-25,TAO CHING ROAD,Resale,Strata,101,"15,545",-,Executive Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,06 to 10
NORTHWAVE,"1,360,000","1,097.93","1,239",Nov-25,WOODLANDS VIEW,Resale,Strata,102,"13,333",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,06 to 10
WATERCOLOURS,"1,110,000",914.94,"1,213",Nov-25,PASIR RIS LINK,Resale,Strata,85,"13,059",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
SIGNATURE AT YISHUN,"1,362,000","1,076.4","1,265",Nov-25,YISHUN STREET 51,Resale,Strata,100,"13,620",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
HUNDRED PALMS RESIDENCES,"1,860,000",968.76,"1,920",Nov-25,YIO CHU KANG ROAD,Resale,Strata,90,"20,667",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
THE TAMPINES TRILLIANT,"1,808,888","1,237.86","1,461",Nov-25,TAMPINES CENTRAL 7,Resale,Strata,115,"15,729",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
FORESTVILLE,"1,271,888","1,065.64","1,194",Nov-25,WOODLANDS DRIVE 16,Resale,Strata,99,"12,847",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
ARC AT TAMPINES,"1,365,000",958,"1,425",Nov-25,TAMPINES AVENUE 8,Resale,Strata,89,"15,337",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
OTTO PLACE,"1,515,000",871.88,"1,738",Nov-25,PLANTATION CLOSE,New Sale,Strata,81,"18,704",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,06 to 10
RIVERCOVE RESIDENCES,"1,525,000",958,"1,592",Nov-25,ANCHORVALE LANE,Resale,Strata,89,"17,135",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
COPEN GRAND,"2,185,000","1,291.68","1,692",Nov-25,TENGAH GARDEN WALK,New Sale,Strata,120,"18,208",-,Executive Condominium,1,99 yrs lease commencing from 2021,24,Outside Central Region,06 to 10
THE CANOPY,"1,170,000","1,022.58","1,144",Nov-25,YISHUN AVENUE 11,Resale,Strata,95,"12,316",-,Executive Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,06 to 10
THE VALES,"1,485,000",914.94,"1,623",Nov-25,ANCHORVALE CRESCENT,Resale,Strata,85,"17,471",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
RIVERPARC RESIDENCE,"1,738,888","1,356.26","1,282",Nov-25,PUNGGOL DRIVE,Resale,Strata,126,"13,801",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
THE FLORIDA,"1,580,000","1,442.38","1,095",Nov-25,HOUGANG AVENUE 7,Resale,Strata,134,"11,791",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
BELLEWATERS,"1,520,000","1,054.87","1,441",Nov-25,ANCHORVALE CRESCENT,Resale,Strata,98,"15,510",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
THE VALES,"1,230,000",764.24,"1,609",Nov-25,ANCHORVALE CRESCENT,Resale,Strata,71,"17,324",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
WATERCOLOURS,"980,000",785.77,"1,247",Nov-25,PASIR RIS LINK,Resale,Strata,73,"13,425",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
ECOPOLITAN,"1,260,000",893.41,"1,410",Nov-25,PUNGGOL WALK,Resale,Strata,83,"15,181",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
LAKE LIFE,"1,655,000","1,119.46","1,478",Nov-25,TAO CHING ROAD,Resale,Strata,104,"15,913",-,Executive Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,16 to 20
RIVERCOVE RESIDENCES,"1,515,000",958,"1,581",Nov-25,ANCHORVALE LANE,Resale,Strata,89,"17,022",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
YEW MEI GREEN,"1,390,000","1,291.68","1,076",Nov-25,CHOA CHU KANG NORTH 6,Resale,Strata,120,"11,583",-,Executive Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,11 to 15
BELYSA,"1,518,000","1,054.87","1,439",Nov-25,PASIR RIS DRIVE 1,Resale,Strata,98,"15,490",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
THE VALES,"1,430,000",914.94,"1,563",Nov-25,ANCHORVALE CRESCENT,Resale,Strata,85,"16,824",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
HUNDRED PALMS RESIDENCES,"2,188,888","1,151.75","1,900",Nov-25,YIO CHU KANG ROAD,Resale,Strata,107,"20,457",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
WOODSVALE,"1,175,000","1,237.86",949,Nov-25,WOODLANDS DRIVE 72,Resale,Strata,115,"10,217",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,06 to 10
THE TAMPINES TRILLIANT,"1,600,000",871.88,"1,835",Nov-25,TAMPINES CENTRAL 7,Resale,Strata,81,"19,753",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
THE BROWNSTONE,"1,530,000","1,130.22","1,354",Nov-25,CANBERRA DRIVE,Resale,Strata,105,"14,571",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE RAINFOREST,"1,400,000",947.23,"1,478",Nov-25,CHOA CHU KANG AVENUE 3,Resale,Strata,88,"15,909",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,11 to 15
RIVERCOVE RESIDENCES,"1,600,888",958,"1,671",Nov-25,ANCHORVALE LANE,Resale,Strata,89,"17,988",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
WESTWOOD RESIDENCES,"1,085,000",688.9,"1,575",Nov-25,WESTWOOD AVENUE,Resale,Strata,64,"16,953",-,Executive Condominium,1,99 yrs lease commencing from 2014,22,Outside Central Region,06 to 10
THE RIVERVALE,"2,300,000","2,691",855,Nov-25,RIVERVALE LINK,Resale,Strata,250,"9,200",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,11 to 15
THE TOPIARY,"2,080,000","1,334.74","1,558",Nov-25,FERNVALE LANE,Resale,Strata,124,"16,774",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,16 to 20
RIVERCOVE RESIDENCES,"1,528,888",958,"1,596",Nov-25,ANCHORVALE LANE,Resale,Strata,89,"17,179",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
WHITEWATER,"1,270,000","1,194.8","1,063",Nov-25,PASIR RIS STREET 72,Resale,Strata,111,"11,441",-,Executive Condominium,1,99 yrs lease commencing from 2002,18,Outside Central Region,11 to 15
THE TOPIARY,"1,388,000",914.94,"1,517",Nov-25,FERNVALE LANE,Resale,Strata,85,"16,329",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,01 to 05
WHITEWATER,"1,445,000","1,280.92","1,128",Nov-25,PASIR RIS STREET 72,Resale,Strata,119,"12,143",-,Executive Condominium,1,99 yrs lease commencing from 2002,18,Outside Central Region,01 to 05
BELLEWATERS,"1,800,000","1,216.33","1,480",Nov-25,ANCHORVALE CRESCENT,Resale,Strata,113,"15,929",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
NORTHOAKS,"1,200,000","1,237.86",969,Nov-25,WOODLANDS CRESCENT,Resale,Strata,115,"10,435",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
YEW MEI GREEN,"1,550,000","1,334.74","1,161",Nov-25,CHOA CHU KANG NORTH 6,Resale,Strata,124,"12,500",-,Executive Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,11 to 15
1 CANBERRA,"1,450,000","1,054.87","1,375",Nov-25,CANBERRA DRIVE,Resale,Strata,98,"14,796",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
NORTHWAVE,"1,150,000",882.65,"1,303",Nov-25,WOODLANDS VIEW,Resale,Strata,82,"14,024",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,16 to 20
THE FLORAVALE,"1,396,800","1,259.39","1,109",Nov-25,WESTWOOD AVENUE,Resale,Strata,117,"11,938",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,01 to 05
LAKE LIFE,"1,828,000","1,248.62","1,464",Nov-25,TAO CHING ROAD,Resale,Strata,116,"15,759",-,Executive Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,06 to 10
THE BROWNSTONE,"1,530,000","1,065.64","1,436",Nov-25,CANBERRA DRIVE,Resale,Strata,99,"15,455",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
SOL ACRES,"1,530,000","1,065.64","1,436",Nov-25,CHOA CHU KANG GROVE,Resale,Strata,99,"15,455",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,01 to 05
OTTO PLACE,"1,477,000",871.88,"1,694",Nov-25,PLANTATION CLOSE,New Sale,Strata,81,"18,235",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
CITYLIFE@TAMPINES,"2,338,888","1,377.79","1,698",Nov-25,TAMPINES CENTRAL 7,Resale,Strata,128,"18,273",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
INZ RESIDENCE,"2,320,000","1,689.95","1,373",Nov-25,CHOA CHU KANG AVENUE 5,Resale,Strata,157,"14,777",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,01 to 05
THE CANOPY,"1,060,000",871.88,"1,216",Nov-25,YISHUN AVENUE 11,Resale,Strata,81,"13,086",-,Executive Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,06 to 10
TREASURE CREST,"1,670,000","1,076.4","1,551",Nov-25,ANCHORVALE CRESCENT,Resale,Strata,100,"16,700",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
ARC AT TAMPINES,"1,340,000",958,"1,399",Nov-25,TAMPINES AVENUE 8,Resale,Strata,89,"15,056",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
TWIN WATERFALLS,"1,940,000","1,593.07","1,218",Nov-25,PUNGGOL WALK,Resale,Strata,148,"13,108",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
THE AMORE,"2,200,000","1,474.67","1,492",Nov-25,EDGEDALE PLAINS,Resale,Strata,137,"16,058",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
BELLEWATERS,"1,358,000",925.7,"1,467",Nov-25,ANCHORVALE CRESCENT,Resale,Strata,86,"15,791",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
RIVERCOVE RESIDENCES,"1,550,000",958,"1,618",Nov-25,ANCHORVALE LANE,Resale,Strata,89,"17,416",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
LA CASA,"930,000",958,971,Nov-25,WOODLANDS DRIVE 16,Resale,Strata,89,"10,449",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,11 to 15
THE TERRACE,"1,610,000","1,076.4","1,496",Nov-25,EDGEDALE PLAINS,Resale,Strata,100,"16,100",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
THE VISIONAIRE,"1,428,888",979.52,"1,459",Nov-25,CANBERRA DRIVE,Resale,Strata,91,"15,702",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
FORESTVILLE,"1,245,000","1,033.34","1,205",Nov-25,WOODLANDS DRIVE 16,Resale,Strata,96,"12,969",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,01 to 05
THE BROWNSTONE,"1,602,000","1,097.93","1,459",Nov-25,CANBERRA DRIVE,Resale,Strata,102,"15,706",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
BELLEWATERS,"1,740,000","1,087.16","1,600",Nov-25,ANCHORVALE CRESCENT,Resale,Strata,101,"17,228",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
NORTHOAKS,"1,488,000","1,474.67","1,009",Nov-25,WOODLANDS CRESCENT,Resale,Strata,137,"10,861",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,11 to 15
THE TERRACE,"2,133,000","1,313.21","1,624",Nov-25,EDGEDALE PLAINS,Resale,Strata,122,"17,484",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
AUSTVILLE RESIDENCES,"1,255,888","1,216.33","1,033",Nov-25,SENGKANG EAST AVENUE,Resale,Strata,113,"11,114",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,16 to 20
